order_date,product_name,product_category,ram,rom,processor,display_resolution,quantity,price_each
06-08-2022,Lenovo Laptop,Laptop,8GB,512GB,i5,FHD,1,64000
06-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,49000
06-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,63000
06-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,4K,1,68000
06-08-2022,Dell Laptop,Laptop,16GB,1TB,i9,4K,1,109000
06-08-2022,Lenovo Laptop,Laptop,8GB,2TB,Ryzen 5,4K,1,61000
06-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,77000
06-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,47000
06-08-2022,Dell Laptop,Laptop,16GB,512GB,i5,4K,1,41000
06-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,71000
06-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,63000
06-08-2022,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,86000
06-08-2022,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,64000
06-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,48000
06-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,42000
06-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,85000
06-08-2022,Asus Laptop,Laptop,16GB,512GB,i5,4K,1,57000
06-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i7,FHD,1,64000
06-08-2022,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,89000
06-08-2022,Asus Laptop,Laptop,16GB,2TB,i5,FHD,1,68000
06-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,35000
06-08-2022,HP Laptop,Laptop,16GB,1TB,i7,4K,1,67000
06-08-2022,HP Laptop,Laptop,8GB,2TB,i7,FHD,1,78000
06-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,60000
06-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,73000
07-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,48000
07-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,57000
07-08-2022,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,59000
07-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,41000
07-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
07-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 9,4K,1,116000
07-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,57000
07-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,56000
07-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,55000
07-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,68000
07-08-2022,Dell Laptop,Laptop,16GB,512GB,i5,FHD,1,67000
07-08-2022,HP Laptop,Laptop,32GB,1TB,Ryzen 9,4K,1,117000
07-08-2022,Asus Laptop,Laptop,8GB,512GB,i3,FHD,1,36000
07-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,57000
07-08-2022,HP Laptop,Laptop,16GB,1TB,i5,4K,1,43000
07-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,114000
07-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,59000
07-08-2022,HP Laptop,Laptop,8GB,512GB,i9,4K,1,98000
08-08-2022,HP Laptop,Laptop,8GB,1TB,i5,4K,1,51000
08-08-2022,Dell Laptop,Laptop,8GB,1TB,i7,4K,1,75000
08-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,49000
08-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,49000
08-08-2022,Asus Laptop,Laptop,32GB,512GB,Ryzen 5,4K,1,48000
08-08-2022,HP Laptop,Laptop,8GB,512GB,i7,4K,1,62000
08-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,62000
08-08-2022,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,76000
08-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,40000
08-08-2022,Lenovo Laptop,Laptop,32GB,512GB,i5,FHD,1,45000
08-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,44000
08-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,64000
08-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,52000
08-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,105000
08-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,45000
08-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,57000
09-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,44000
09-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i7,4K,1,68000
09-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,83000
09-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,88000
09-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,54000
09-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,55000
09-08-2022,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,39000
09-08-2022,HP Laptop,Laptop,8GB,1TB,i7,4K,1,83000
09-08-2022,Asus Laptop,Laptop,32GB,512GB,i5,FHD,1,50000
09-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,51000
09-08-2022,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,70000
09-08-2022,HP Laptop,Laptop,16GB,1TB,Ryzen 9,4K,1,97000
09-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,84000
09-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,49000
09-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,49000
09-08-2022,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,58000
09-08-2022,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,46000
09-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i5,4K,1,43000
10-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,72000
10-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,59000
10-08-2022,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,61000
10-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,39000
10-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
10-08-2022,Dell Laptop,Laptop,8GB,2TB,i7,FHD,1,63000
10-08-2022,Lenovo Laptop,Laptop,32GB,1TB,Ryzen 7,FHD,1,88000
10-08-2022,HP Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,62000
10-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,63000
10-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,55000
10-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,49000
10-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,54000
10-08-2022,Lenovo Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,47000
10-08-2022,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,98000
10-08-2022,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,78000
10-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,55000
10-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,47000
10-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,76000
10-08-2022,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,64000
10-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,61000
10-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,65000
10-08-2022,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,50000
11-08-2022,HP Laptop,Laptop,8GB,1TB,i9,4K,1,99000
11-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i5,4K,1,48000
11-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,45000
11-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,54000
11-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,55000
11-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,105000
11-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,79000
11-08-2022,Asus Laptop,Laptop,16GB,2TB,i5,4K,1,44000
11-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,52000
11-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,45000
11-08-2022,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,69000
11-08-2022,HP Laptop,Laptop,32GB,1TB,i7,4K,1,85000
11-08-2022,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,52000
11-08-2022,Dell Laptop,Laptop,8GB,512GB,i7,FHD,1,79000
11-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,4K,1,68000
11-08-2022,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,65000
11-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,46000
11-08-2022,Lenovo Laptop,Laptop,32GB,1TB,Ryzen 7,FHD,1,62000
11-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i5,FHD,1,63000
11-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,45000
11-08-2022,Dell Laptop,Laptop,32GB,512GB,Ryzen 5,FHD,1,51000
11-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,42000
12-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,81000
12-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,78000
12-08-2022,HP Laptop,Laptop,8GB,512GB,i5,4K,1,41000
12-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,75000
12-08-2022,Asus Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,65000
12-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,35000
12-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,60000
12-08-2022,Lenovo Laptop,Laptop,32GB,512GB,i5,FHD,1,65000
12-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,74000
12-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,41000
12-08-2022,Lenovo Laptop,Laptop,8GB,512GB,i9,4K,1,92000
12-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,41000
12-08-2022,Dell Laptop,Laptop,32GB,1TB,i5,4K,1,56000
12-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,61000
12-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,69000
12-08-2022,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,78000
12-08-2022,HP Laptop,Laptop,16GB,512GB,i5,FHD,1,64000
12-08-2022,HP Laptop,Laptop,8GB,512GB,i7,4K,1,69000
12-08-2022,HP Laptop,Laptop,16GB,1TB,i7,4K,1,69000
12-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,57000
12-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,48000
12-08-2022,HP Laptop,Laptop,8GB,512GB,i9,4K,1,94000
12-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,101000
13-08-2022,Asus Laptop,Laptop,32GB,512GB,i5,FHD,1,53000
13-08-2022,Lenovo Laptop,Laptop,32GB,512GB,i7,FHD,1,72000
13-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,4K,1,55000
13-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,66000
13-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,67000
13-08-2022,Asus Laptop,Laptop,16GB,2TB,i7,FHD,1,73000
13-08-2022,Dell Laptop,Laptop,32GB,1TB,i7,FHD,1,89000
13-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,46000
13-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,40000
13-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,50000
13-08-2022,Asus Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,39000
13-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i3,FHD,1,40000
13-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 7,4K,1,88000
13-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,43000
13-08-2022,HP Laptop,Laptop,8GB,1TB,i5,4K,1,57000
13-08-2022,HP Laptop,Laptop,8GB,1TB,i7,4K,1,70000
13-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 9,4K,1,96000
13-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,47000
13-08-2022,HP Laptop,Laptop,16GB,512GB,i5,4K,1,68000
13-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,44000
13-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,61000
13-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,40000
13-08-2022,HP Laptop,Laptop,16GB,2TB,i5,FHD,1,67000
13-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,43000
13-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,55000
13-08-2022,Asus Laptop,Laptop,8GB,512GB,i5,4K,1,50000
14-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,73000
14-08-2022,Dell Laptop,Laptop,16GB,1TB,i3,FHD,1,46000
14-08-2022,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,42000
14-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,77000
14-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,51000
14-08-2022,HP Laptop,Laptop,8GB,1TB,i5,4K,1,67000
14-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 9,4K,1,92000
14-08-2022,HP Laptop,Laptop,16GB,512GB,i5,4K,1,64000
14-08-2022,Dell Laptop,Laptop,16GB,512GB,i5,FHD,1,42000
14-08-2022,HP Laptop,Laptop,16GB,512GB,i7,FHD,1,87000
14-08-2022,Lenovo Laptop,Laptop,32GB,1TB,i5,FHD,1,61000
14-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,44000
14-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,40000
14-08-2022,HP Laptop,Laptop,16GB,1TB,i7,4K,1,71000
14-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,41000
14-08-2022,Lenovo Laptop,Laptop,16GB,2TB,i5,FHD,1,44000
14-08-2022,Lenovo Laptop,Laptop,16GB,512GB,i7,4K,1,68000
14-08-2022,Asus Laptop,Laptop,8GB,512GB,i5,FHD,1,63000
14-08-2022,Asus Laptop,Laptop,32GB,1TB,Ryzen 5,4K,1,49000
14-08-2022,Dell Laptop,Laptop,16GB,1TB,i7,4K,1,70000
14-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,40000
14-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,39000
15-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,49000
15-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,44000
15-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,41000
15-08-2022,Lenovo Laptop,Laptop,32GB,1TB,i7,FHD,1,89000
15-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,55000
15-08-2022,Dell Laptop,Laptop,8GB,512GB,i7,4K,1,84000
15-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,44000
15-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,63000
15-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,68000
15-08-2022,HP Laptop,Laptop,16GB,2TB,Ryzen 5,FHD,1,63000
15-08-2022,Asus Laptop,Laptop,16GB,512GB,Ryzen 3,FHD,1,38000
15-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,33000
15-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i9,4K,1,102000
15-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,64000
15-08-2022,Dell Laptop,Laptop,8GB,2TB,Ryzen 5,FHD,1,45000
15-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,89000
15-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,34000
16-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,62000
16-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 5,FHD,1,63000
16-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 7,FHD,1,77000
16-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,58000
16-08-2022,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,44000
16-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,41000
16-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,46000
16-08-2022,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,64000
16-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,45000
16-08-2022,HP Laptop,Laptop,32GB,1TB,Ryzen 7,FHD,1,73000
16-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,48000
16-08-2022,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,71000
16-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,FHD,1,47000
16-08-2022,Dell Laptop,Laptop,16GB,512GB,i7,FHD,1,66000
16-08-2022,HP Laptop,Laptop,16GB,2TB,i5,4K,1,60000
16-08-2022,Dell Laptop,Laptop,32GB,1TB,Ryzen 5,4K,1,45000
16-08-2022,Dell Laptop,Laptop,16GB,1TB,i7,FHD,1,72000
16-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,42000
16-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,56000
16-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 3,FHD,1,41000
16-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,58000
16-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,4K,1,76000
17-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,45000
17-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i7,4K,1,60000
17-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,86000
17-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,58000
17-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,51000
17-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i7,FHD,1,72000
17-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,71000
17-08-2022,Dell Laptop,Laptop,16GB,1TB,i9,4K,1,112000
17-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,50000
17-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,77000
17-08-2022,Asus Laptop,Laptop,8GB,512GB,i7,FHD,1,68000
17-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i3,FHD,1,31000
17-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,70000
17-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,88000
17-08-2022,Asus Laptop,Laptop,8GB,2TB,i5,4K,1,42000
17-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,50000
17-08-2022,HP Laptop,Laptop,16GB,1TB,i5,FHD,1,68000
17-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,4K,1,63000
17-08-2022,Lenovo Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,63000
18-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,63000
18-08-2022,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,44000
18-08-2022,Asus Laptop,Laptop,8GB,512GB,i5,4K,1,65000
18-08-2022,Asus Laptop,Laptop,8GB,2TB,i7,FHD,1,84000
18-08-2022,Lenovo Laptop,Laptop,8GB,512GB,i7,FHD,1,79000
18-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,72000
18-08-2022,Dell Laptop,Laptop,8GB,512GB,Ryzen 3,FHD,1,37000
18-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 7,4K,1,86000
18-08-2022,Asus Laptop,Laptop,16GB,1TB,i7,FHD,1,67000
18-08-2022,Lenovo Laptop,Laptop,8GB,2TB,Ryzen 3,FHD,1,45000
18-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,51000
18-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,4K,1,68000
18-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,42000
18-08-2022,Asus Laptop,Laptop,16GB,1TB,i7,4K,1,87000
18-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i9,4K,1,94000
18-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,88000
18-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,FHD,1,53000
18-08-2022,HP Laptop,Laptop,8GB,1TB,i5,4K,1,67000
18-08-2022,Dell Laptop,Laptop,8GB,512GB,i5,4K,1,63000
18-08-2022,Dell Laptop,Laptop,8GB,512GB,i7,FHD,1,63000
18-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,40000
18-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,65000
18-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,44000
18-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,50000
19-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,70000
19-08-2022,HP Laptop,Laptop,16GB,1TB,i7,FHD,1,69000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,43000
19-08-2022,HP Laptop,Laptop,8GB,1TB,i7,4K,1,82000
19-08-2022,Dell Laptop,Laptop,8GB,1TB,i9,4K,1,108000
19-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 5,4K,1,66000
19-08-2022,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,98000
19-08-2022,Asus Laptop,Laptop,16GB,2TB,i7,FHD,1,86000
19-08-2022,Dell Laptop,Laptop,8GB,1TB,Ryzen 9,4K,1,118000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,66000
19-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i7,FHD,1,65000
19-08-2022,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,57000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,77000
19-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,59000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,47000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,62000
19-08-2022,Asus Laptop,Laptop,16GB,512GB,i5,FHD,1,41000
19-08-2022,HP Laptop,Laptop,8GB,1TB,i5,4K,1,49000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,Ryzen 7,4K,1,82000
19-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,66000
19-08-2022,Asus Laptop,Laptop,8GB,512GB,i7,4K,1,83000
19-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,FHD,1,55000
19-08-2022,Asus Laptop,Laptop,8GB,1TB,i7,FHD,1,79000
20-08-2022,Dell Laptop,Laptop,16GB,1TB,i3,FHD,1,39000
20-08-2022,Asus Laptop,Laptop,8GB,1TB,i5,4K,1,48000
20-08-2022,Dell Laptop,Laptop,16GB,1TB,i5,4K,1,47000
20-08-2022,HP Laptop,Laptop,8GB,1TB,i5,FHD,1,60000
20-08-2022,Dell Laptop,Laptop,8GB,1TB,i7,FHD,1,67000
20-08-2022,HP Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,44000
20-08-2022,Dell Laptop,Laptop,8GB,512GB,i5,FHD,1,50000
20-08-2022,Dell Laptop,Laptop,8GB,512GB,i7,FHD,1,64000
20-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 7,FHD,1,86000
20-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,FHD,1,68000
20-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,FHD,1,50000
20-08-2022,Lenovo Laptop,Laptop,16GB,1TB,i5,4K,1,48000
20-08-2022,Lenovo Laptop,Laptop,8GB,1TB,i5,4K,1,62000
20-08-2022,Asus Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,45000
20-08-2022,HP Laptop,Laptop,8GB,1TB,i7,FHD,1,90000
20-08-2022,HP Laptop,Laptop,8GB,512GB,Ryzen 5,4K,1,41000
20-08-2022,Lenovo Laptop,Laptop,8GB,1TB,Ryzen 5,FHD,1,41000
20-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 3,FHD,1,38000
20-08-2022,Lenovo Laptop,Laptop,16GB,512GB,Ryzen 7,FHD,1,80000
20-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,45000
20-08-2022,HP Laptop,Laptop,8GB,1TB,i7,4K,1,83000
20-08-2022,HP Laptop,Laptop,8GB,512GB,i7,FHD,1,83000
20-08-2022,HP Laptop,Laptop,8GB,512GB,i5,FHD,1,65000
20-08-2022,HP Laptop,Laptop,8GB,1TB,Ryzen 7,FHD,1,63000
21-08-2022,Lenovo Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,45000
21-08-2022,Dell Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,54000
21-08-2022,Lenovo Laptop,Laptop,8GB,512GB,i5,4K,1,69000
21-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,4K,1,69000
21-08-2022,Dell Laptop,Laptop,16GB,512GB,Ryzen 5,FHD,1,57000
21-08-2022,Asus Laptop,Laptop,16GB,1TB,i5,FHD,1,56000
21-08-2022,HP Laptop,Laptop,32GB,1TB,Ryzen 9,4K,1,107000
21-08-2022,Asus Laptop,Laptop,16GB,1TB,Ryzen 5,FHD,1,55000
21-08-2022,Asus Laptop,Laptop,16GB,1TB,i9,4K,1,90000
21-08-2022,Dell Laptop,Laptop,8GB,1TB,i5,4K,1,52000
